ClaimAmount,Area_A,Area_B,Area_C,Area_D,Area_E,Area_F,VehBrand_B1,VehBrand_B10,VehBrand_B11,VehBrand_B12,VehBrand_B13,VehBrand_B14,VehBrand_B2,VehBrand_B3,VehBrand_B4,VehBrand_B5,VehBrand_B6,VehGas_Diesel,VehGas_Regular,Region_R11,Region_R21,Region_R22,Region_R23,Region_R24,Region_R25,Region_R26,Region_R31,Region_R41,Region_R42,Region_R43,Region_R52,Region_R53,Region_R54,Region_R72,Region_R73,Region_R74,Region_R82,Region_R83,Region_R91,Region_R93,Region_R94,Exposure,VehPower,VehAge,DrivAge,BonusMalus,Density
1204.0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,-0.5165520697703367,2.744110480716103,-1.2303011050187882,0.7403019300691773,-0.756128243222668,-0.48221882043266256
658.47,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.7719695829217353,-0.725942755413751,-1.2303011050187882,-0.4846314010538342,0.5346119729262165,3.2935108125536487
1458.78,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.7719695829217353,-0.725942755413751,-1.2303011050187882,-0.4846314010538342,0.5346119729262165,3.2935108125536487
1204.0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.19728017833108852,-0.725942755413751,-0.8431150526651776,0.9444574852563459,-0.756128243222668,6.002128971993788
1204.0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,-0.6442608263460361,0.7612229172133294,-1.2303011050187882,-0.416579549324778,0.08781728272083343,-0.4786153372937178
465.61,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,-0.7719695829217353,-0.725942755413751,-1.036708078841983,1.4208204473597392,-0.756128243222668,-0.4562737418322603
115.76,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.058137334820309944,-0.725942755413751,0.5120361305724593,-0.1443721424085532,-0.2596896985500201,-0.31333557732078515
15139.64,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,-0.8996783394974347,-0.725942755413751,-0.2623359741347618,2.033287112921245,-0.756128243222668,-0.46876581671393547
602.0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.2816276588277839,2.2483885898404097,-1.036708078841983,-0.2124239941376094,-0.756128243222668,-0.48029696275855865
1153.88,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,-0.32498893490678793,1.7526666989647162,-1.036708078841983,0.8764056335272897,-0.756128243222668,-0.272015637327552
1128.12,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.19728017833108852,-1.2216646462894445,-1.4238941311955935,-1.4373573252606209,0.3360365550571574,6.002128971993788
1204.0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2816276588277839,-0.725942755413751,0.5120361305724593,-1.4373573252606209,0.5346119729262165,0.2846023915347807
1204.0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,-1.9213483921030292,0.2655010263376359,-1.2303011050187882,1.4208204473597392,-0.756128243222668,-0.4829395170604515
1204.0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,-1.697858068095555,0.2655010263376359,0.5120361305724593,0.263938967965784,-0.756128243222668,-0.286189337674068
1128.12,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.8243898742745057,-0.725942755413751,-1.036708078841983,-0.2804758458666656,-0.756128243222668,-0.4536311875303675
82.05,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.8574940138151794,0.2655010263376359,0.5120361305724593,-0.6887869562410027,-0.11075813514822574,6.002128971993788
1204.0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.2177732805399342,0.2655010263376359,0.5120361305724593,1.0125093369854021,-0.756128243222668,-0.46996697776025037
1204.0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.31355484797170874,-1.2216646462894445,-1.036708078841983,0.4680945231529525,0.5346119729262165,-0.286189337674068
1204.0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4412636045474078,0.7612229172133294,-1.4238941311955935,0.12783526450767158,-0.756128243222668,6.002128971993788
1874.0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,-1.0593142852170587,-1.2216646462894445,-1.036708078841983,0.3319908196948402,0.5346119729262165,-0.3378392626656095
