TEY,AT,AP,AH,AFDP,GTEP,TIT,TAT,CDP,CO,NOX
158.68,-0.7322943221618903,-0.19651817854019535,0.08221805731387734,0.9521235260882192,1.6020654838792667,1.036241435324671,-2.1554721182352696,1.536996763923624,-0.8752831012207347,0.13794172362708845
157.24,-0.7301459361576038,-0.19651817854019535,-0.05525177226515378,0.8665866925238135,1.4261819086533096,1.041943868796554,-1.8500219712672472,1.415761854183257,-0.9147408813402034,0.19462777841754508
158.75,-0.7663999499799363,-0.2119900410557203,-0.006708603067729428,0.9168492729717809,1.547012494885776,1.0590511692121778,-2.0882438562231647,1.5158724993476511,-0.9220419849196569,0.1360578970328444
159.5,-0.820646696588167,-0.22746190357126284,0.20205468440666483,0.9273152601601745,1.582284539782039,1.064753602684048,-2.240238187728776,1.6343520702302825,-0.908111550002927,0.04203782428371938
159.5,-0.7963430799146777,-0.2584056286023479,0.35176403100555886,0.9852012139922791,1.628042868296109,1.064753602684048,-2.294313094129813,1.7004802028159383,-0.9540704943871512,0.1107118664920961
145.54,-0.6832842664391074,-0.28934935363341535,0.17785224962162355,0.35375332029250756,0.6661646709899302,0.4545932211933872,-1.1528941238809125,0.7452960654675893,-0.3898790411511391,0.42428336595229355
131.37,-0.7257148900237633,-0.33576494118004296,0.11734616265902181,-0.49347480309390623,-0.4654006612225914,0.0269107108027298,0.5175820387240937,-0.25305504731861644,-0.549911099632989,0.9564643788264389
133.65,-0.8433390237584419,-0.3976523912421955,0.4035572414455466,-0.4127187291093845,-0.34862159366064244,0.1865788480152393,0.5526576536869297,-0.2907113450410036,-0.6211940897256087,0.9998780189756256
134.01,-0.8493813593954973,-0.45953984130434805,0.5993203639496902,-0.37757368571132055,-0.31454117190276726,0.22649588231836992,0.5365813301622951,-0.19702982387799226,-0.6761998616081026,0.8192019228912412
133.67,-0.8025196896770008,-0.4904835663354331,0.5627401125174423,-0.36077642232254015,-0.321690910733091,0.2207934488464867,0.6067325600879503,-0.20805117930893516,-0.7200992937235462,0.8094402759937906
133.67,-0.8035938826791442,-0.5678428789131282,0.09570227097982908,-0.40793796952950107,-0.33646703764909214,0.1865788480152393,0.5482732018165627,-0.2135618570244066,-0.8145628457255087,0.8260522014157675
133.66,-0.849784181771301,-0.5987866039441957,0.1960386506172402,-0.3882980923364653,-0.3417101794579965,0.1694715475996156,0.5424272659894289,-0.21907253473987806,-0.8111863062977226,0.748815311051732
133.68,-0.8896635969758668,-0.6452021914908233,0.5708306407170134,-0.3948877879736024,-0.3524347877034812,0.1808764145433561,0.5731184290819145,-0.23009389017081933,-0.7990678886131816,0.7782715087071963
132.98,-0.9572034819856196,-0.6761459165218907,0.9259840837340674,-0.4456672072950695,-0.42011898196387687,0.11244721288086128,0.584810300736182,-0.3081618244733293,-0.7987761980343413,0.7866630998997411
134.47,-1.0113159544685826,-0.6761459165218907,1.1754074616473296,-0.38338812303820635,-0.3328921682339303,0.20938858190273324,0.5205050066376606,-0.33755210562250926,-0.8151506464374139,0.9311183482856918
134.3,-0.9952030594364346,-0.7070896415529758,1.2757438412847417,-0.33738946329662267,-0.3221675599884456,0.19228128148710955,0.44012338901448805,-0.15110750958239796,-0.7575771135502816,0.8926711600667874
159.83,-0.9789558902790189,-0.7070896415529758,1.3067229578095934,0.9850720042739042,1.575611450207069,1.0704560361559312,-2.1291654070131343,1.5480181193545668,-0.9616367712200958,0.21808998236404817
160.63,-0.9559950148582084,-0.7689770916151283,1.4108625771989398,1.0291325182398599,1.648777110904046,1.0533487357403075,-2.2767752866483955,1.6674161365231095,-0.8933148824581264,0.22228577796031995
160.14,-0.9610974316183886,-0.815392679161756,1.4685335218010085,0.9647860784889926,1.5603586740357125,1.0761584696278015,-2.151087666364903,1.6839481696695238,-0.8624973308482412,0.2754610650069571
161.16,-0.9647228330006217,-0.861808266708366,1.4436395888792524,1.0456713621918892,1.6483004616486905,1.0590511692121778,-2.361541356141918,1.6977248639582025,-0.8342431206887696,0.25876351110342327
161.04,-1.0015139433240259,-0.8772801292239084,1.397378363532989,0.971504983844504,1.5484424426518408,1.0704560361559312,-2.25193005938306,1.705990880531408,-0.8228981249935774,0.3068867177382212
162.15,-1.0595875025023918,-0.8308645416772809,1.3013984221568844,0.9947627331520471,1.6216081033488177,1.0533487357403075,-2.434615553981157,1.7381365005383236,-0.8424148764505189,0.18281104796273656
163.03,-1.196923077826398,-0.7689770916151283,1.2899195530874084,0.9487640734104629,1.614696689146171,1.0476463022684244,-2.4053858748454546,1.6260860536570754,-0.870947518526156,0.328550723572036
163.5,-1.3104921329779862,-0.7070896415529758,1.3865218427865569,0.9615558355296111,1.6413890474460455,1.0590511692121778,-2.5033052999500454,1.7096646656750567,-0.9398439493373563,0.22810851470616722
164.58,-1.3760179061087203,-0.5368991538820431,1.289504654205379,1.0322335514808652,1.7433919880919924,1.0533487357403075,-2.7122975057702607,1.8483500548477494,-0.9427475964630833,0.312195683594729
164.28,-1.3953399527347707,-0.45953984130434805,1.197258802767538,0.9659489659543692,1.6916755438859865,1.0590511692121778,-2.647992211671739,1.9190704188629635,-0.9348277552921505,0.3431931939182118
165.62,-1.442671581891705,-0.382180528726653,1.3147443361954925,1.0735806613609402,1.8337170219817462,1.064753602684048,-2.9242126795040595,2.008159708596415,-0.9325516848663523,0.2699808421873353
165.2,-1.4489958931918228,-0.28934935363341535,1.2677224628988426,1.0292617279582348,1.7848604733078681,1.0590511692121778,-2.830677706269836,1.8749849971391936,-0.9404582673746105,0.29121670561336765
134.12,-1.4444977099953482,-0.18104631602465282,1.1645509409008974,-0.5699669563720453,-0.5006727061188535,0.10104234593710781,0.55704210555728,-0.19335603873434518,-0.654018118953576,1.346930254724445
132.7,-1.4332186834728449,-0.11915886596250029,1.0225172236195441,-0.5872810586343266,-0.5664503033578291,0.03261314427460004,0.5526576536869297,-0.3559210313407463,-0.5853117289740445,1.4565347111168678
133.45,-1.4168103853651075,-0.04179955338480521,0.8887814839787765,-0.40031459614536224,-0.41034767222910146,0.22649588231836992,0.5775028809522648,-0.2649948490354707,-0.7180088445751918,1.3945396904699034
133.69,-1.3898749958363674,0.06650348422397492,0.7692214561406755,-0.36387745556354606,-0.41249259387819853,0.24930561620586386,0.5205050066376606,-0.19886671644981663,-0.7453747243354684,1.4435191819202675
133.68,-1.4036112388512734,0.15933465931721252,0.8161050298099827,-0.37821973430319694,-0.42250222824065087,0.2379007492621104,0.570195461168331,-0.22458321245534787,-0.7601492941091449,1.5022603202680822
133.69,-1.4493450059175192,0.22122210937936507,0.829243494407576,-0.3731805552865631,-0.4363250566459428,0.22649588231836992,0.5468117178597792,-0.2493812621749694,-0.7066329120004257,1.4972082398562443
133.69,-1.4531718184876545,0.25216583441045015,0.7121037100479799,-0.377832105148071,-0.43656338127362054,0.24930561620586386,0.570195461168331,-0.27509775818050225,-0.7104735046218211,1.459274822526678
133.65,-1.471083986798392,0.31405328447260267,0.7290454143975077,-0.39966854755348585,-0.4329885118584587,0.23219831579024017,0.5965021723904662,-0.3008142541860335,-0.7619789895582331,1.4628712187520547
132.76,-1.4766429355844832,0.4068844595658403,0.7127260583710239,-0.44747614335232255,-0.4801767881385934,0.1694715475996156,0.5438887499462124,-0.30632493190150495,-0.7713307662980176,1.4655257016803092
144.56,-1.4630141118697915,0.49971563465906027,0.6804330953864115,0.1313833949687282,0.4080590992152539,0.47740295508088115,-0.787523134684719,0.5864048580048352,-0.8032355282472159,1.0336156407089185
163.61,-1.452231899610779,0.5616030847212304,0.7173590958870169,0.9319668100216825,1.67642276771463,1.0818609030996846,-2.685990794548142,1.8327364679872464,-1.0259770835808972,0.13408844195704217
164.99,-1.4480828291400012,0.6389623972989255,0.6518050725263929,1.0195709990800916,1.8163193241612925,1.0704560361559312,-2.97536461799153,2.043060667461066,-0.7423163928118716,0.15815004527444174
164.67,-1.4390193256844181,0.6853779848455355,0.6766298556344771,1.0393400859915025,1.764126230699931,1.036241435324671,-2.8496769977080376,1.9337655594375536,-0.5978632629726209,0.31750464945123796
163.96,-1.4002006760694687,0.700849847361078,0.6700606233356804,1.0249978072518515,1.7031151260145045,1.0590511692121778,-2.763449444257731,1.8961092617151665,-0.46165260176271716,0.43173304384771505
164.43,-1.3726207707394424,0.7936810224543156,0.5593517716475371,1.060918108960167,1.7469668575071542,1.0533487357403075,-2.8599073854055215,1.909885956003845,-0.9709310937549572,0.13443095588326892
133.99,-1.3971123711883071,1.0412308227029259,0.3707110799515622,-0.4749978133662477,-0.5168787808009203,0.14095938024023844,0.6111170119583172,-0.11712499700365954,-0.6415593955937214,1.7129920133788261
134.49,-1.3960516055986907,1.0567026852184682,0.12647393806366608,-0.4562624042018387,-0.4785085157448509,0.203686148430863,0.5278124264215778,-0.08865316214039094,-0.5239241207908659,1.6836214442049189
133.72,-1.3959039040608958,1.0876464102495533,0.13020802800192963,-0.4799077826645066,-0.5164021315455657,0.15236424718397892,0.5234279745512275,-0.12630945986277808,-0.43937804846946876,1.6980070291064249
149.68,-1.413225266220455,1.118590135280621,0.3126943862811362,0.3724887294569165,0.7014367158861923,0.574344324102766,-1.3399640703493596,0.9152086283612862,-0.5591479679629273,0.9734188181746424
137.65,-1.4227587291144757,1.1340619977961635,0.5278886064269843,-0.338164721606874,-0.32312085849915567,0.42608105383401,0.5585035895140634,-0.020688136982912476,-0.609239195547387,1.5949959657938586
133.5,-1.4206506253477695,1.149533860311706,0.5662667530146912,-0.4863682685832682,-0.5438094637284718,0.12385207982460177,0.5409657820326454,-0.22458321245534787,-0.5706830044897881,1.6491987946191735
134.44,-1.4032889809506301,1.149533860311706,0.6479326829607855,-0.43145413827379353,-0.48494328069214226,0.2207934488464867,0.570195461168331,-0.12171722843321799,-0.6052881140703704,1.6545933889572382
134.2,-1.3560379162688572,1.180477585342791,0.5495324981061771,-0.4304204605267917,-0.48446663143678764,0.203686148430863,0.5643495253411972,-0.10518519528680528,-0.5832345384883646,1.585405575859522
133.69,-1.31963620090873,1.1650057228272483,0.49594139251073044,-0.4295159924981649,-0.49781281058672405,0.1694715475996156,0.5658110092979807,-0.15845507986969376,-0.5938856641702551,1.4341856774306008
133.68,-1.312291406256576,1.118590135280621,0.6455815892959536,-0.44114486715193646,-0.5094907173429197,0.1808764145433561,0.5658110092979807,-0.21080651816667087,-0.629361425933133,1.4600454788606874
133.69,-1.3096462059887983,1.1031182727650959,0.6549859639552834,-0.4580713402590918,-0.5059158479277579,0.1865788480152393,0.5351198462055117,-0.24570747703132229,-0.5972887209233904,1.4636418750860638
133.63,-1.3116603178678168,1.1340619977961635,0.607065143080903,-0.45716687223046554,-0.5085374188322096,0.17517398107148585,0.5789643649090482,-0.3164278410465365,-0.5448286122744106,1.4822232555838417
133.43,-1.2999381867319293,1.180477585342791,0.7523489016048186,-0.45768371110396644,-0.523075221120534,0.16376911412773237,0.5424272659894289,-0.276934650752325,-0.5713017420812672,1.4647550453462999
154.39,-1.2815694863952807,1.180477585342791,0.77703538508556,0.6116559181694763,1.0458158028801041,0.8252513968652903,-1.7053350595455532,1.2550337541486787,-0.816807979271733,0.5185603241460883
164.52,-1.2389374516227232,1.2423650354049436,0.6825767396102298,1.1835381316982645,1.8754238318252987,1.064753602684048,-3.065976623312187,2.051326684034273,-0.8900090558979379,-0.12039940522911384
162.96,-1.1353449639785398,1.2578368979204861,0.46413247822181924,1.144387587030569,1.7750891635730934,1.064753602684048,-2.8467540297944707,1.9613189480149091,-0.8402050993380934,0.07628921690635075
161.34,-1.0274288495007302,1.2114213103738585,-0.2666427526590665,1.1049786229261225,1.6492537601594015,1.0704560361559312,-2.5705335619621335,1.864882087994162,-0.8309859092250544,0.21988818047673642
161.51,-0.9581434008624948,1.1340619977961635,-0.4268628709360354,1.1419326023814396,1.6878623498431478,1.0761584696278015,-2.6523766635420896,1.9062121708601962,-0.8338807172423318,0.10822864052695559
161.46,-0.951295420473832,1.0721745477340108,-0.3769367054651805,1.1430954898468162,1.6561651743620467,1.0533487357403075,-2.5763794977892838,1.8235520051281278,-0.820865130050146,0.22151512162631068
161.87,-0.9750619406462498,1.1031182727650959,-0.309308187694409,1.1635106253501029,1.6914372192583096,1.036241435324671,-2.6377618239742384,1.8869247988560478,-0.7377200564180266,0.20250559872075036
163.2,-0.9978885419417926,1.1340619977961635,-0.6069289857367381,1.1772068554978778,1.7560231933588981,1.0533487357403075,-2.8233702864859023,1.917233526291139,-0.7178453210688723,-0.39723628610153755
163.11,-1.0282344942523376,1.180477585342791,-0.579199910454449,1.1521401701330822,1.7464902082518003,1.0761584696278015,-2.8014480271341338,1.9842801051627064,-1.0161886548836976,-0.7634693017190314
135.11,-1.4400532364489809,1.304252485467096,0.3097900941069312,-0.5114349539480638,-0.43036694095400696,0.13525694676835523,0.4094322259220191,-0.11345121186001245,-0.8518152682867767,1.3974510588428277
133.33,-1.4848605120508784,1.304252485467096,0.3060560041686686,-0.5965841583573436,-0.5588239152721507,0.061125311633977206,0.5321968782919282,-0.2512181547467921,-0.9548925314729734,1.4139773557832476
134.37,-1.6450763983205343,1.3506680730137062,0.6751085597337027,-0.5726803604579253,-0.5259351166526633,0.10674477940897806,0.5190435226808772,-0.21631719588214232,-0.8658208356253291,1.5674235947326394
134.08,-1.594575899807278,1.3970836605603336,0.6159854690445326,-0.5509731277708859,-0.5090140680875642,0.11814964635273152,0.5307353943351447,-0.262239510177735,-0.7820570244017305,1.6380670920168183
133.46,-1.4313522731316208,1.4125555230758762,0.11112267942858352,-0.5344342838188559,-0.510205691225952,0.11814964635273152,0.587733268649749,-0.3476550147675392,-0.9081911019789742,1.5189578741716148
132.96,-1.4132924032830887,1.4589711106224863,0.09936721110442077,-0.5642817287635351,-0.5590622398998284,0.061125311633977206,0.567272493254764,-0.3081618244733293,-0.8100460613077111,1.6623855807788865
134.35,-1.4867134949795755,1.3970836605603336,0.3281839445435625,-0.5261648618428407,-0.5023409785125961,0.15236424718397892,0.5497346857733462,-0.16212886501334084,-0.6939443718208788,1.6243665349677658
133.67,-1.55884555507349,1.3661399355292485,0.2528106476415784,-0.5579504525631483,-0.5581089413891184,0.08963747899335436,0.5585035895140634,-0.20621428673711079,-0.5792569396859988,1.6624712092604434
133.67,-1.6459491801347759,1.3197243479826386,0.2801939738555102,-0.5650569870737864,-0.5714551205390557,0.08963747899335436,0.5380428141190785,-0.2512181547467921,-0.6211896701713838,1.655877816180587
133.68,-1.6887154890326015,1.3351962104981812,0.34339690355130226,-0.578624007503186,-0.5840863258059605,0.0782326120496009,0.570195461168331,-0.31734628733244785,-0.6294984321141035,1.6489419091745037
134.69,-1.71076330040159,1.381611798044791,0.42464793461536726,-0.5149236163441951,-0.4918546948947882,0.11814964635273152,0.4386619050577046,-0.24019679931585083,-0.7094349093789811,1.6255653337095577
165.17,-1.477421725511037,1.5053866981690962,0.19486310378482422,0.9815833418777729,1.7422003649536062,1.064753602684048,-2.9271356474176264,1.9640742868726448,-0.9544284782793642,0.12561122228294164
165.87,-1.393164711905431,1.5363304232001813,0.1527508672588528,1.0908947636232214,1.8489697981531028,1.0590511692121778,-3.1346663692810584,2.034794650887859,-0.9226651420653609,0.01729119311386756
165.2,-1.3450945750595233,1.5053866981690962,0.2839972136074456,1.0008355899156827,1.7629346075615433,1.0818609030996846,-2.946134938855828,2.0577558080356564,-0.9117930386722278,-0.014648230506737275
166.01,-1.3844906034131248,1.4744429731380286,0.6780820017215795,1.0735806613609402,1.877330428846719,1.0590511692121778,-3.1375893371946253,2.0375499897455946,-0.8596776552527864,0.06275991682041096
164.73,-1.3287802688394736,1.4125555230758762,0.7100292156378335,0.9496685414390897,1.7467285328794773,1.0590511692121778,-2.9154437757633422,1.9438684685825833,-0.7270379938565621,0.09213048599431829
164.42,-1.2265439498604962,1.381611798044791,0.6698531738946657,1.0243517586599757,1.7910569136274825,1.0533487357403075,-2.978287585905097,1.9778509811613234,-0.6651332978290759,0.17416257132552204
162.56,-1.0569691570596678,1.4125555230758762,-0.005256456980626931,1.0189249504882159,1.6826192080342444,1.036241435324671,-2.7108360218134773,1.8685558731378107,-0.8170908307421234,0.3423369091026455
163.57,-1.0243405446195686,1.4899148356535712,-0.7307071522088039,1.0938665871458517,1.777710734477546,1.064753602684048,-2.9066748720226414,1.9356024520093762,-0.8592047629507273,0.1727925156206175
163.75,-1.0962577661130546,1.5518022857157239,-0.6780149941910867,1.0540699938862794,1.755069894848187,1.0590511692121778,-2.8672148051894553,1.939276237153025,-0.7645821069966703,0.20327625505475963
165.54,-1.2080141205735262,1.6136897357778763,-1.071141588995706e-06,1.135084487307552,1.883288544538655,1.0761584696278015,-3.0893603666207383,2.045816006318802,-0.6822811682214974,0.04820307495579217
164.75,-1.258366917548988,1.6291615982934189,0.40659983324709437,1.0578170757191616,1.774612514317738,1.064753602684048,-2.852599965621604,1.987035444020442,-0.8697409802227718,-0.03742540660078808
166.23,-1.310304149202611,1.6446334608089614,0.4370257512625739,1.153173847880084,1.9207055110840132,1.0590511692121778,-3.1989716633795964,2.1211286017635747,-0.967947894653183,-0.1800824568740505
166.31,-1.3659070644760478,1.6601053233244865,0.5035478720146003,1.1340508095605502,1.9109342013492387,1.0704560361559312,-3.1609730805031937,2.1156179240481046,-0.9643282797430299,-0.20662728615658998
135.94,-1.5158241253376556,1.7065209108710964,0.7504818566356868,-0.4796493632277562,-0.45896589627530004,0.21509101537461645,0.4956597793723088,-0.20345894787937507,-0.7971498020795963,1.4123504146336732
133.39,-1.5299363359033118,1.7374646359021815,0.7975728797460087,-0.5013565959147955,-0.5533424488355695,0.12955451329648499,0.5643495253411972,-0.23009389017081933,-0.8053348165040201,1.487104079032567
129.39,-1.5782615935872282,1.7993520859643515,0.7531786993688772,-0.6095051301948669,-0.751628539063206,-0.12705499293790945,0.5658110092979807,-0.3752084033448964,-0.7035569022599295,1.5461877313066072
131.25,-1.5809873583301668,1.8612395360264864,0.7919025950249424,-0.5317208797329761,-0.6427141842146123,0.021208277330846587,0.599425140304033,-0.2870375598973565,-0.8291827311013154,1.4534520857808308
134.68,-1.6002154130685295,1.8767113985420467,0.8488128916766233,-0.394241739381726,-0.4520544820726541,0.2721153500933708,0.5497346857733462,-0.15569974101195805,-0.8041680541886594,1.4681801846085625
134.64,-1.610541093301631,1.8612395360264864,0.8423128091914985,-0.3355805272393696,-0.41296924313355315,0.3006275174527479,0.5497346857733462,-0.11988033586139527,-0.6936040661455654,1.5737601023678263
133.69,-1.5756835303820846,1.8921832610575715,0.8450096519246889,-0.35547882386915586,-0.45467605297710667,0.2550080496777471,0.5555806216004965,-0.15845507986969376,-0.6608021346887222,1.6309599280476224
133.67,-1.565317567911403,1.9540707111197417,0.8299349925442919,-0.3526362100649004,-0.46635395973330146,0.2607104831496173,0.5658110092979807,-0.2558103861763522,-0.6454397642031405,1.6881597537274173
142.94,-1.5542533799893283,2.0004862986663516,0.8491586407449817,0.12117582721708549,0.27126076292839946,0.40897375341837333,-0.7582934555490168,0.5312980808501224,-0.7155648310888493,1.005443870276803
164.51,-1.5556498308921143,2.0469018862129618,0.9539897582710432,0.9876561986414085,1.638767476541593,1.0704560361559312,-2.671375954980291,1.7712005668311523,-0.9543268285321925,-0.23848108129563783
164.8,-1.517905374279308,2.093317473759572,1.08184776374973,1.0672493851605536,1.7343356522402502,1.0533487357403075,-2.830677706269836,1.9365208982952893,-0.930602661453193,-0.2567199478671895
164.56,-1.352157394048615,2.108789336275132,1.2015460912151736,1.1425786509733153,1.8146510517675492,1.064753602684048,-2.92859713137441,1.9741771960176764,-0.8456588292515594,0.5123950734740143
162.97,-1.106771430121531,2.062373748728522,0.9685112191420681,1.1570501394313413,1.804403092777419,1.0761584696278015,-2.9139822918065588,2.0320393120301232,-0.7375344351405829,-0.19635186836980056
161.45,-0.9094018933902479,2.0004862986663516,0.20233128366135136,1.106787558983375,1.7205128238349583,1.064753602684048,-2.6348388560606715,1.8373286994168065,-0.8369081118863546,-0.12228323182335847
159.84,-0.8190354070849525,1.9540707111197417,-0.4003784922998341,1.0304246154236114,1.6130284167524291,1.0590511692121778,-2.417077746499739,1.7115015582468793,-0.7121750329983886,0.024483985564619358
161.38,-0.7582092283385945,1.9385988486041816,-0.6809884361789625,1.1358597456178028,1.7784257083605786,1.0476463022684244,-2.7473731207330965,1.8529422862773077,-0.7297648588132951,-0.014562602025180286
160.7,-0.7065136901104537,1.9385988486041816,-0.8025538086135391,1.0673785948789285,1.7012085289930843,1.0590511692121778,-2.593917305270702,1.9071306171461093,-0.7743007067371173,0.03912645591079514
